feature,type,frequency,selection_count,median_coef,mean_coef,std_coef,q25,q75,abs_median_coef,importance_score,perm_importance_mean,perm_importance_std
gene_CAB39L,Gene,0.4666666666666667,7,-0.1553043493802542,-0.18833510587234864,0.12591907284654516,-0.19725346555169382,-0.10701473487448326,0.1553043493802542,0.07247536304411863,0.0,0.0
gene_MAPK8IP1,Gene,0.5333333333333333,8,-0.13001542926635434,-0.13614889674159703,0.0842354782590226,-0.17080385133849202,-0.08702978895423381,0.13001542926635434,0.06934156227538898,0.0,0.0
gene_LPAR4,Gene,0.26666666666666666,4,0.254139032835325,0.23284222676237787,0.11338952713318998,0.14725082156834096,0.339730438029362,0.254139032835325,0.06777040875608667,0.0,0.0
gene_SERPINB5,Gene,0.5333333333333333,8,0.12698255756491084,0.16209007929352937,0.11383015822839897,0.09619899484621969,0.21531654619413962,0.12698255756491084,0.06772403070128578,0.0,0.0
gene_COL6A6,Gene,0.26666666666666666,4,-0.2503826452783247,-0.22912028748970767,0.12269647923293132,-0.3137349941064608,-0.16576793866157163,0.2503826452783247,0.06676870540755325,0.0,0.0
gene_HSPA1B,Gene,0.8666666666666667,13,0.07701542396410144,0.13703649535530862,0.14197951979194126,0.03683564193009736,0.15568991012867409,0.07701542396410144,0.06674670076888792,0.015021008403361291,0.011274781648513884
gene_LPAR5,Gene,0.3333333333333333,5,-0.19808224647292832,-0.1931588919031128,0.14122975928714257,-0.322461896458911,-0.03565775829786017,0.19808224647292832,0.0660274154909761,0.0,0.0
gene_NF1,Gene,0.2,3,0.316078037119081,0.23572415772959956,0.16817135585591625,0.15888501548175563,0.3527402396721842,0.316078037119081,0.0632156074238162,0.0,0.0
gene_DUSP6,Gene,0.26666666666666666,4,-0.23595051415740279,-0.23958931242147616,0.15544794840680914,-0.373290675350568,-0.10224915122831095,0.23595051415740279,0.06292013710864074,0.0,0.0
gene_IFNA17,Gene,0.4,6,0.15674787177186736,0.28881063477626717,0.23820093363611408,0.09367815238950829,0.5018450262415836,0.15674787177186736,0.06269914870874695,0.0,0.0
gene_CACNA2D1,Gene,0.6666666666666666,10,0.09232073548264048,0.08917518713463404,0.06268340380309954,0.026557344276835343,0.15107268466989465,0.09232073548264048,0.061547156988426985,-0.0022058823529412354,0.0023698559186299257
gene_CACNG3,Gene,0.4666666666666667,7,0.13027161587426658,0.1902138746053883,0.1919110022617909,0.024264495861224415,0.316248286063611,0.13027161587426658,0.060793420741324405,0.0,0.0
gene_SLC3A2,Gene,0.4666666666666667,7,0.12981897030127526,0.1137228790931234,0.08856102124525159,0.026184125262234598,0.1877616742550562,0.12981897030127526,0.06058218614059512,0.0,0.0
gene_KITLG,Gene,0.2,3,-0.30257916657234224,-0.25606695227533327,0.11521857395927396,-0.33531608266500024,-0.20007392903417082,0.30257916657234224,0.06051583331446845,0.0,0.0
gene_FGFR4,Gene,0.7333333333333333,11,0.08166161669516506,0.15274719814454174,0.14556438827774834,0.0505859759478821,0.24267534021880394,0.08166161669516506,0.05988518557645437,-0.01533613445378157,0.0070338945557912565
gene_IGF1R,Gene,0.4666666666666667,7,-0.12774142518498344,-0.17087454497741764,0.11901906269323118,-0.28356829419553653,-0.08403135472922582,0.12774142518498344,0.0596126650863256,0.0,0.0
gene_SLC7A5,Gene,0.26666666666666666,4,0.22039382494403043,0.22988400349347016,0.07100445975534403,0.16553286516917498,0.2847449632683256,0.22039382494403043,0.05877168665174145,0.0,0.0
gene_FGF21,Gene,0.4,6,-0.14687523527526047,-0.1378256522835864,0.08963435229727992,-0.20976478169993035,-0.059626633643951814,0.14687523527526047,0.05875009411010419,0.0,0.0
gene_CTBP1,Gene,0.4,6,-0.14563540394161756,-0.1450845723837116,0.05386249650559302,-0.17187113501560816,-0.10450736951648364,0.14563540394161756,0.05825416157664703,0.0,0.0
gene_MAPK8IP3,Gene,0.4,6,0.14204021705095785,0.18210392817653445,0.13980172543968616,0.061352978421285335,0.30490141979243773,0.14204021705095785,0.05681608682038314,0.0,0.0
gene_POLD4,Gene,0.26666666666666666,4,0.21303244068675137,0.22646090569094882,0.03384381197560419,0.20546353027890724,0.23402981609879295,0.21303244068675137,0.056808650849800364,0.0,0.0
gene_MAP2K6,Gene,0.2,3,0.28397379813964374,0.28390230325182103,0.19106444149039695,0.1669175836591233,0.40092277028843015,0.28397379813964374,0.05679475962792875,0.0,0.0
gene_CCND2,Gene,0.5333333333333333,8,-0.10583774863131298,-0.15568662295804445,0.1461341700577196,-0.20011190793346598,-0.0656284976556651,0.10583774863131298,0.05644679927003359,-0.0018907563025209683,0.0006302521008403414
gene_IGFBP1,Gene,0.2,3,-0.2816193041555779,-0.19270981889463412,0.13290659251166298,-0.2866441826732403,-0.14323019774649978,0.2816193041555779,0.05632386083111558,0.0,0.0
gene_CACNB3,Gene,0.3333333333333333,5,-0.16429336118120041,-0.16227362827487912,0.08100845125484268,-0.18531568324616293,-0.1336005350175199,0.16429336118120041,0.0547644537270668,0.0,0.0
gene_ITGB5,Gene,0.4666666666666667,7,0.11630376982982889,0.12288999713004053,0.09227802943693623,0.04608295098395801,0.1930877631380895,0.11630376982982889,0.05427509258725348,0.0,0.0
gene_GADD45A,Gene,0.26666666666666666,4,-0.20176046158176644,-0.16969038624316835,0.07679018410504093,-0.22582619769498485,-0.14562465012994996,0.20176046158176644,0.05380278975513772,0.0,0.0
gene_PRKCG,Gene,0.4,6,-0.13315044382919983,-0.1548925214288759,0.0721990676285072,-0.19750442383570052,-0.10127701626756125,0.13315044382919983,0.053260177531679935,0.0,0.0
gene_WIF1,Gene,0.2,3,0.26514102558069413,0.21816151195189581,0.12596756709338952,0.15549799716057486,0.30431478355761593,0.26514102558069413,0.05302820511613883,0.0,0.0
gene_IGFBP5,Gene,0.26666666666666666,4,0.19864457925425089,0.1720348040090307,0.10364444537739739,0.1291745081815392,0.24150487508174234,0.19864457925425089,0.05297188780113357,0.0,0.0
gene_EFNA5,Gene,0.7333333333333333,11,0.0718716914415554,0.10592049133419389,0.11689971727068056,0.018640769780317444,0.14403792005729663,0.0718716914415554,0.05270590705714063,0.0022058823529411465,0.00595042396565907
gene_IL7,Gene,0.2,3,-0.25451572150296653,-0.21318154444928625,0.09402030866974562,-0.2782378947879676,-0.168792282637445,0.25451572150296653,0.05090314430059331,0.0,0.0
gene_MAP3K6,Gene,0.2,3,0.2375761785150773,0.16641824808856573,0.11687090787792839,0.1196116290996278,0.24880383229075942,0.2375761785150773,0.04751523570301547,0.0,0.0
gene_TBL1Y,Gene,0.4,6,0.11851468176907132,0.18843842758435858,0.14545883605383475,0.07234979998702111,0.3135879770596169,0.11851468176907132,0.04740587270762853,0.0,0.0
gene_TNR,Gene,0.3333333333333333,5,0.14192805696452201,0.13569368251039043,0.08819677130586845,0.037839922132501126,0.2147883971150747,0.14192805696452201,0.047309352321507334,0.0004201680672269004,0.0014248592401523506
treatment_Surgery_Minimally_Invasive,Clinical,0.4,6,0.11778872869128666,0.15438603518870775,0.12114540306712893,0.06321296914227634,0.24496402120780764,0.11778872869128666,0.04711549147651467,-0.0014705882352941458,0.001948239179725998
gene_IFNA14,Gene,0.2,3,0.231215241376906,0.2082081175537208,0.0405285786881995,0.19122857251560046,0.23669122450343366,0.231215241376906,0.0462430482753812,0.0,0.0
gene_YWHAH,Gene,0.2,3,-0.23087172546908863,-0.20893286020110438,0.08128045892900218,-0.26327651671492813,-0.16555863632127277,0.23087172546908863,0.04617434509381773,0.0,0.0
gene_COL9A1,Gene,0.3333333333333333,5,0.13684225697647978,0.1734087508255363,0.06536534482940878,0.12478668458199037,0.22835187358909814,0.13684225697647978,0.04561408565882659,-0.0009453781512604676,0.0007352941176470515
gene_IFNA5,Gene,0.2,3,-0.22636163537574208,-0.15627099138733377,0.10754338232286192,-0.23223987732910084,-0.11534742743977085,0.22636163537574208,0.045272327075148416,0.0,0.0
gene_TNFRSF1A,Gene,0.2,3,0.22195849042943588,0.24643486414030927,0.07997071761276252,0.19250454331586808,0.28812699810931375,0.22195849042943588,0.04439169808588718,0.0,0.0
age_at_diagnosis,Clinical,0.2,3,0.22096717716821462,0.17574906509646612,0.07996333000594492,0.14217126648698905,0.23193591974181743,0.22096717716821462,0.04419343543364293,0.0,0.0
gene_DAAM1,Gene,0.26666666666666666,4,0.16272588160025223,0.16783369995166106,0.05665527296271339,0.1124514527563034,0.21810812879560987,0.16272588160025223,0.043393568426733926,0.0,0.0
gene_FOS,Gene,0.2,3,-0.21159700045356156,-0.14882457610858327,0.0968086040709552,-0.2172020626828836,-0.11183330170677207,0.21159700045356156,0.04231940009071231,0.0,0.0
gene_PRKAR1B,Gene,0.26666666666666666,4,0.15833722734108746,0.139830527094812,0.05046492386848046,0.12208543939727207,0.1760823150386274,0.15833722734108746,0.042223260624289986,0.0,0.0
gene_DDIT3,Gene,0.7333333333333333,11,0.056306753997023375,0.09800341127970807,0.08491866740826474,0.04372776090158752,0.1252151419112739,0.056306753997023375,0.04129161959781714,0.005462184873949538,0.0072440922897338885
gene_IL2,Gene,0.2,3,0.2064224204766343,0.21167872538408347,0.07222570118324777,0.16619422265045752,0.25453507566398487,0.2064224204766343,0.04128448409532687,0.0,0.0
gene_SERPINE1,Gene,0.13333333333333333,2,0.3049128602900525,0.3049128602900525,0.04097479474339946,0.28442546291835274,0.3254002576617522,0.3049128602900525,0.04065504803867367,0.0,0.0
treatment_Surgery_NOS,Clinical,0.2,3,-0.20130966425544386,-0.1682538973609169,0.12303345924287258,-0.2504879941238657,-0.10254768404523161,0.20130966425544386,0.040261932851088776,0.0,0.0
gene_CACNA2D3,Gene,0.5333333333333333,8,0.0749125523517967,0.10991194772785357,0.09984685000393972,0.04124996657597667,0.1325951187608583,0.0749125523517967,0.039953361254291574,0.004411764705882304,0.004170049000268731
gene_CCNE1,Gene,0.2,3,-0.19929725559601622,-0.14400398915739535,0.09629866905392272,-0.21171872787494767,-0.10393588365915346,0.19929725559601622,0.03985945111920325,0.0,0.0
gene_RPS6KA5,Gene,0.2,3,0.19885586999299684,0.18631918947272874,0.12727875558336554,0.11170063269655678,0.2672060865090347,0.19885586999299684,0.03977117399859937,0.0,0.0
gene_RASGRP3,Gene,0.4,6,0.09816027955682527,0.12017568833064389,0.0940880436322887,0.055861756173905125,0.16812171107193669,0.09816027955682527,0.03926411182273011,-0.0025210084033613243,0.0006967699139402143
gene_RSPO1,Gene,0.2,3,0.1960774136090207,0.1704126315338695,0.09451702526896232,0.1200261173476689,0.23363153675764572,0.1960774136090207,0.03921548272180414,0.0,0.0
gene_FGF5,Gene,0.2,3,-0.19468393466467562,-0.14860659670343243,0.07797939136581601,-0.2035103679524436,-0.11674149443504286,0.19468393466467562,0.038936786932935126,0.0,0.0
gene_GH2,Gene,1.0,15,0.03872788597294035,0.095467949154007,0.12027314966698524,0.018242032782260786,0.12304956094803501,0.03872788597294035,0.03872788597294035,-0.007668067226890796,0.008231568570783613
gene_PIK3R2,Gene,0.3333333333333333,5,0.11496869434523893,0.1349642891047873,0.07471889336992969,0.06946500872743452,0.21140872024166438,0.11496869434523893,0.03832289811507964,0.0,0.0
gene_LPIN1,Gene,0.5333333333333333,8,0.07178651476372819,0.12125459655441936,0.1307423137854346,0.014003126590589247,0.1690123052022008,0.07178651476372819,0.0382861412073217,0.0,0.0
gene_CDK6,Gene,0.13333333333333333,2,-0.28331987342135834,-0.28331987342135834,0.021054690459431508,-0.29384721865107405,-0.27279252819164257,0.28331987342135834,0.03777598312284778,0.0,0.0
gene_MAPK8IP2,Gene,0.3333333333333333,5,-0.11297232353369215,-0.09913752873697836,0.030983910400970496,-0.1150849749491254,-0.1065372534252006,0.11297232353369215,0.03765744117789738,0.0,0.0
gene_RASD1,Gene,0.4,6,-0.09410987889783612,-0.16608620654948966,0.1559014804475437,-0.2251339113994022,-0.06220980052802759,0.09410987889783612,0.03764395155913445,0.0,0.0
gene_RRAGD,Gene,0.13333333333333333,2,-0.2759410375478117,-0.2759410375478117,0.06059225399886281,-0.3062371645472431,-0.24564491054838028,0.2759410375478117,0.03679213833970822,0.0,0.0
gene_HSPA6,Gene,0.2,3,0.18210082246863704,0.13237168435497285,0.0746625695512655,0.10447095339095881,0.185136984375819,0.18210082246863704,0.03642016449372741,0.0,0.0
gene_KIT,Gene,0.13333333333333333,2,-0.2700265019654746,-0.2700265019654746,0.05841820789216436,-0.2992356059115568,-0.2408173980193924,0.2700265019654746,0.03600353359539662,0.0,0.0
gene_PRKAA1,Gene,0.2,3,0.1789603985209286,0.12223592293592345,0.08164847384455778,0.09286689738946717,0.17996718627488228,0.1789603985209286,0.03579207970418572,0.0,0.0
gene_TELO2,Gene,0.2,3,0.17846086702014322,0.20183658858037445,0.1183482527915419,0.12422977582873301,0.26775554055190026,0.17846086702014322,0.035692173404028645,0.0,0.0
gene_ATF2,Gene,0.26666666666666666,4,0.13372012115709497,0.12712743221778092,0.10456227224553244,0.033018864012120175,0.22782868936275574,0.13372012115709497,0.03565869897522533,0.0,0.0
gene_DAAM2,Gene,0.26666666666666666,4,0.13308302840945688,0.13346781278210396,0.07241471795115417,0.10542184072439757,0.16112900046716327,0.13308302840945688,0.035488807575855166,0.0,0.0
gene_LAMB4,Gene,0.2,3,0.17706874342293547,0.12606507111779416,0.07552000294360758,0.09818387343128025,0.1794481049568787,0.17706874342293547,0.0354137486845871,0.0,0.0
gene_CSHL1,Gene,0.13333333333333333,2,-0.2639782264653595,-0.2639782264653595,0.09953181070999739,-0.3137441318203582,-0.21421232111036081,0.2639782264653595,0.03519709686204794,0.0,0.0
gene_GNGT1,Gene,0.4,6,0.08759478598084368,0.10130063250908762,0.07068686019342936,0.052808654098962855,0.1701865746038495,0.08759478598084368,0.03503791439233747,0.0,0.0
gene_DUSP10,Gene,0.2,3,0.17490451345470126,0.1492758267385531,0.04018876594754925,0.1337166424641981,0.1776493543709822,0.17490451345470126,0.03498090269094025,0.0,0.0
gene_FLT3,Gene,0.2,3,-0.17375616918641648,-0.17714662991156896,0.09767731163254335,-0.23609588838119777,-0.11650214107936394,0.17375616918641648,0.0347512338372833,0.0,0.0
gene_ATP6V1G3,Gene,0.26666666666666666,4,0.13029673683286416,0.14604383035503846,0.08194559097730703,0.06739916598574408,0.20894140120215854,0.13029673683286416,0.034745796488763775,0.0,0.0
gene_CACNA1E,Gene,0.2,3,0.17362017046044748,0.16541994619832637,0.09571399957847955,0.1089650413321075,0.22597496319560575,0.17362017046044748,0.0347240340920895,0.0,0.0
gene_VANGL2,Gene,0.13333333333333333,2,-0.25991128014874504,-0.25991128014874504,0.00936400526817055,-0.26459328278283034,-0.25522927751465974,0.25991128014874504,0.034654837353166004,0.0,0.0
gene_HSPB1,Gene,0.26666666666666666,4,0.12904507659863074,0.1647000999386351,0.1177888574810184,0.06853788689361218,0.22520728964365366,0.12904507659863074,0.03441202042630153,0.0,0.0
gene_RPS6KA2,Gene,0.26666666666666666,4,-0.12810860121914175,-0.14400162677028405,0.075759041321265,-0.19843924418076506,-0.07367098380866073,0.12810860121914175,0.0341622936584378,0.0,0.0
gene_WDR24,Gene,0.13333333333333333,2,0.2554991085579685,0.2554991085579685,0.045164851555774974,0.232916682780081,0.278081534335856,0.2554991085579685,0.03406654780772913,0.0,0.0
gene_IFNA13,Gene,0.13333333333333333,2,0.25545548197184303,0.25545548197184303,0.02423194085289715,0.24333951154539446,0.2675714523982916,0.25545548197184303,0.03406073092957907,0.0,0.0
gene_NEDD4,Gene,0.3333333333333333,5,0.10210975302527035,0.1611276959634727,0.10306398521699521,0.09944761287090559,0.22703448097795967,0.10210975302527035,0.034036584341756784,0.0,0.0
gene_F2R,Gene,0.2,3,0.16889711437222238,0.12536410626120723,0.07956278052495859,0.0913196052545091,0.18117511132341294,0.16889711437222238,0.03377942287444448,0.0,0.0
gene_TPTEP2-CSNK1E,Gene,0.13333333333333333,2,-0.2529424823603258,-0.2529424823603258,0.04014522223762898,-0.27301509347914027,-0.23286987124151126,0.2529424823603258,0.03372566431471011,0.0,0.0
gene_G6PC2,Gene,0.13333333333333333,2,-0.24847001671812347,-0.24847001671812347,0.10332125047422168,-0.3001306419552343,-0.19680939148101265,0.24847001671812347,0.03312933556241646,0.0,0.0
gene_ELK1,Gene,0.2,3,0.16557045323020578,0.1363390732792202,0.09006348221715785,0.08996663542670648,0.19732720110722674,0.16557045323020578,0.03311409064604116,0.0,0.0
gene_LAMTOR5,Gene,0.26666666666666666,4,0.12380345617016816,0.1327746611711254,0.09579053382704465,0.05638202893925076,0.20019608840204278,0.12380345617016816,0.03301425497871151,0.0,0.0
gene_ROR2,Gene,0.13333333333333333,2,0.24742254303502031,0.24742254303502031,0.07416834846658893,0.21033836880172585,0.2845067172683148,0.24742254303502031,0.03298967240466937,0.0,0.0
gene_AXIN2,Gene,0.13333333333333333,2,-0.24740858003470823,-0.24740858003470823,0.08653829399780584,-0.2906777270336111,-0.20413943303580528,0.24740858003470823,0.03298781067129443,0.0,0.0
gene_ATP6V1F,Gene,0.2,3,0.164049570408287,0.19866807109243936,0.05484293549855479,0.1599601976820929,0.22006669416070965,0.164049570408287,0.0328099140816574,0.0,0.0
gene_CACNA2D2,Gene,0.26666666666666666,4,0.1227807160889578,0.1273090877632636,0.09151309099800602,0.04450839969335314,0.20558140415886828,0.1227807160889578,0.03274152429038875,0.0,0.0
gene_MIOS,Gene,0.13333333333333333,2,-0.24541245248567475,-0.24541245248567475,0.03644132945386955,-0.2636331172126095,-0.22719178775874,0.24541245248567475,0.0327216603314233,0.0,0.0
gene_RSPO4,Gene,0.6666666666666666,10,0.0489316036767086,0.07226633650380095,0.08640051418557305,0.020620301578046812,0.0657882552350578,0.0489316036767086,0.03262106911780573,-0.00777310924369754,0.009421045094444832
gene_NTF4,Gene,0.13333333333333333,2,-0.24414952284810615,-0.24414952284810615,0.011390023401299076,-0.2498445345487557,-0.2384545111474566,0.24414952284810615,0.03255326971308082,0.0,0.0
gene_NPRL2,Gene,0.26666666666666666,4,0.12162147236495001,0.15387756476606373,0.10634895395652873,0.06403181083318993,0.21146722629782383,0.12162147236495001,0.03243239263065333,0.0,0.0
gene_RPS6,Gene,0.2,3,-0.1612682012443675,-0.14471919959989188,0.09603413029193238,-0.20722688169482678,-0.09048601832719477,0.1612682012443675,0.0322536402488735,0.0,0.0
gene_YWHAE,Gene,0.3333333333333333,5,-0.09675628635158953,-0.10593916791036025,0.0638823274673329,-0.1309794260157237,-0.08159575923599571,0.09675628635158953,0.032252095450529844,0.0,0.0
gene_DUSP9,Gene,0.2,3,0.1606497662085148,0.12104897104161637,0.08128814784158771,0.0842172823369918,0.17768105732969014,0.1606497662085148,0.03212995324170296,0.0,0.0
gene_CDKN1B,Gene,0.13333333333333333,2,-0.2389134406980662,-0.2389134406980662,0.05756330822790533,-0.26769509481201886,-0.21013178658411355,0.2389134406980662,0.03185512542640882,0.0,0.0
gene_CSF3,Gene,0.13333333333333333,2,-0.23886407522999362,-0.23886407522999362,0.030762724649621126,-0.25424543755480417,-0.22348271290518307,0.23886407522999362,0.03184854336399915,0.0,0.0
gene_CREB3L1,Gene,0.13333333333333333,2,-0.23704418927855847,-0.23704418927855847,0.0732490959327311,-0.273668737244924,-0.20041964131219292,0.23704418927855847,0.031605891903807797,0.0,0.0
gene_IGF1,Gene,0.2,3,0.1579252797022715,0.1368684599326739,0.08679985056959416,0.08976669585833297,0.1944986338918136,0.1579252797022715,0.0315850559404543,0.0,0.0
gene_GNG2,Gene,0.13333333333333333,2,-0.23649175156549632,-0.23649175156549632,0.09055435649704638,-0.2817689298140195,-0.1912145733169731,0.23649175156549632,0.031532233542066176,0.0,0.0
race_native hawaiian or other pacific islander,Clinical,0.2,3,0.15724809257084496,0.1537650578624928,0.08994400081092505,0.09957724255984352,0.2096943905193182,0.15724809257084496,0.03144961851416899,0.0,0.0
gene_ATF6B,Gene,0.26666666666666666,4,0.11703961116496076,0.10277940887870282,0.04553671626396889,0.08233739104387565,0.13748162899978794,0.11703961116496076,0.03121056297732287,0.0,0.0
gene_CDC37,Gene,0.26666666666666666,4,-0.11641899902482601,-0.10855477558502383,0.015011389846462782,-0.11802840059678447,-0.10694537401306535,0.11641899902482601,0.03104506640662027,0.0,0.0
gene_RAP2B,Gene,0.26666666666666666,4,0.11612963280261693,0.11760037902785264,0.07075836638428794,0.08438150923027068,0.14934850260019888,0.11612963280261693,0.030967902080697846,0.0,0.0
gene_ANGPT4,Gene,0.3333333333333333,5,0.09275889961647855,0.12363569957345147,0.0931277255839092,0.031064533512473156,0.2025947341876032,0.09275889961647855,0.03091963320549285,0.0,0.0
gene_ATP6V1D,Gene,0.26666666666666666,4,-0.11502981819952937,-0.11385205279288829,0.0342116517791253,-0.13568507710882002,-0.09319679388359764,0.11502981819952937,0.030674618186541165,0.0,0.0
gene_IFNA4,Gene,0.26666666666666666,4,0.11492832071410512,0.11131957948910359,0.08130630984370721,0.05300404812860019,0.17324385207460852,0.11492832071410512,0.030647552190428032,0.0,0.0
gene_PRR5,Gene,0.3333333333333333,5,-0.09094006510818836,-0.12409217766168608,0.0717588245088228,-0.19517103100371425,-0.06444906558759203,0.09094006510818836,0.030313355036062785,0.0,0.0
gene_WNT10A,Gene,0.26666666666666666,4,0.11331752957001771,0.08928113451142976,0.04925617854058356,0.08373795645013493,0.11886070763131254,0.11331752957001771,0.030218007885338058,0.0,0.0
gene_MAP4K1,Gene,0.26666666666666666,4,-0.1130710832849405,-0.10275576386130554,0.05405118974856646,-0.1314480248036759,-0.08437882234257016,0.1130710832849405,0.030152288875984135,0.0,0.0
gene_CTNNBIP1,Gene,0.2,3,0.14970514955964243,0.17459048987085146,0.0798011914195698,0.12070395494512368,0.21603435464097473,0.14970514955964243,0.029941029911928485,0.0,0.0
gene_YWHAB,Gene,0.26666666666666666,4,0.11173005483230956,0.12436028201910107,0.11181149490694112,0.015438396640362284,0.22065194021104834,0.11173005483230956,0.029794681288615885,0.0,0.0
gene_GNB3,Gene,0.3333333333333333,5,-0.08913403410268732,-0.13696968208518726,0.10119903950777899,-0.13010835747840555,-0.07055868077488953,0.08913403410268732,0.029711344700895773,0.0,0.0
gene_PDGFRA,Gene,0.13333333333333333,2,0.22258885842987397,0.22258885842987397,0.01950602533122206,0.21283584576426295,0.232341871095485,0.22258885842987397,0.029678514457316528,0.0,0.0
gene_BDNF,Gene,0.3333333333333333,5,-0.08830549871079621,-0.15420916054652242,0.13725436347251183,-0.2288595435329365,-0.04755067614707991,0.08830549871079621,0.02943516623693207,0.0,0.0
gene_FGF23,Gene,0.13333333333333333,2,-0.220658067751549,-0.220658067751549,0.04707535222623786,-0.24419574386466794,-0.1971203916384301,0.220658067751549,0.029421075700206533,0.0,0.0
gene_MAPKAPK5,Gene,0.2,3,-0.14680900688987517,-0.15529571554176544,0.08618863322809153,-0.20582549272428835,-0.10052258403329742,0.14680900688987517,0.029361801377975033,0.0,0.0
gene_DUSP16,Gene,0.13333333333333333,2,-0.2195146216538516,-0.2195146216538516,0.10138027900141983,-0.2702047611545615,-0.16882448215314166,0.2195146216538516,0.029268616220513546,0.0,0.0
gene_NTRK2,Gene,0.13333333333333333,2,0.21867015966717074,0.21867015966717074,0.11839275644506947,0.15947378144463603,0.2778665378897055,0.21867015966717074,0.0291560212889561,0.0,0.0
gene_CSF1,Gene,0.13333333333333333,2,-0.21765377182822648,-0.21765377182822648,0.028098127839847012,-0.23170283574814998,-0.20360470790830296,0.21765377182822648,0.029020502910430197,0.0,0.0
gene_RPS6KA6,Gene,0.2,3,0.14474762404138333,0.13354617796655993,0.10298108714808848,0.07347056599443641,0.19922251297609517,0.14474762404138333,0.02894952480827667,0.0,0.0
